Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Nói chung xài cx tốt, màn hình to vs lo tốt pin thì đánh giá tầm trung thôi camera chụp phải nói rất đẹp, điểm trừ lớn nhất có lẽ là mặt lưng í dễ xước gây mất thẩm mĩ cực . Nói chung okay",4,188,1,0,1,1,1,0.0,2.0,-1.0
"Mình đã mua được 2 tuần, vẫn đang dùng tốt. Hi vọng máy sẽ bền lâu vì nhu cầu mình cơ bản công việc văn phòng.",4,110,0,0,1,1,1,2.0,2.0,0.0
"Sản phẩm dùng ok, nhỏ gọn dễ cầm nắm. Rất hài lòng và ko hối hận khi chuyển từ 11promax sang, máy mát. pin thì cũng đc. Ko đến mức quá trâu",4,139,1,0,1,1,0,0.0,2.0,1.0
"mới mua lúc tối,, áp dụng tất cả các khuyến mãi là 12.. ngày sau lên xem còn có 11490 chua ap dụng vnpay nữa. chán",4,114,0,1,0,0,2,2.0,-1.0,2.0
"Đã dùng sản phẩm này được 1,5th nhưng pin vẫn 100%. Tiếc là lên 15.5 máy hay bị nóng .nhưng vẫn đánh giá 5***. Thấy máy dùng khá ổn.",5,132,1,0,0,1,2,1.0,2.0,-1.0
Gọi Mesenger qua dữ liệu đi động cứ bị lỗi không thể gọi được. Đã thử mọi cách vẫn không được. Cần nhân viên hỗ trợ,2,115,0,0,0,1,2,2.0,2.0,-1.0
Tôi mua điện thoại mới từ cuối tháng 1 đến nay mọi thứ vẫn bình thường. Tôi rất thích và rất hài lòng về những lợi ích mà sản phẩm mang lại cho tôi.,5,148,0,0,1,1,0,2.0,2.0,0.0
"Mình sử dụng tầm khoảng 3 tháng vẫn còn 100% pin. Máy mượt lắm, pin trâu nữa. Nói chung là hài lòng lắm !",5,105,1,0,0,1,2,1.0,2.0,1.0
"Máy màu đen rất đẹp rất hài lòng với sản phẩm, nhân viên đmx bên tt kẻ Sặt Bình Giang Hải Dương rất nhiệt tình .",5,112,0,1,0,1,2,2.0,1.0,1.0
Máy ok tốt hàng chuẩn hợp với giá tiền màu đẹp Mng nên mua máy rất mượt pin cũng tạm đc pin xài khoảng 3h5. Đến 4h máy sạc rất nhanh khoảng 1h là đầy r,5,151,1,0,1,1,1,0.0,2.0,1.0
"Máy mua từ 27/10/2021 đến hôm nay chưa được 2 tháng mà xem pin đã tụt xuống còn 96% rồi, cục pin chắc có vấn đề quá.",4,116,1,0,0,0,2,-1.0,2.0,2.0
"Vừa mới mua hôm qua...h nay lại sụt giá nhiều vậy , buồn lòng...về phần máy hiện tại thấy rất ok...nhân viên nhiệt tình",4,119,0,1,1,0,0,2.0,1.0,2.0
Sài 11 cũng ok phết nhưng có điều mua cục sạc 20w ở tại tgdd về luôn mà sạc 1 tháng pin còn 99%.. cảm thấy pin 11 khá tệ,4,120,1,0,1,0,-1,-1.0,2.0,2.0
"Ip 11 có hỗ trợ tính năng sạc nhanh, vậy nếu k dùng củ sạc nhanh để sạc máy thì có ảnh hưởng gì tới pin không?",3,110,1,0,0,0,2,0.0,2.0,2.0
Điện thoại iPhone 11 e mới mua có 5 tháng sau pin tuột nhanh quá dậy con co 95 pin e có thể đem ra cửa hàng kiểm tra lại được không,3,131,1,0,0,0,2,-1.0,2.0,2.0
"Cho mình hỏi mình mới mua ip11 bên mình lúc trưa. Tối nay mình sạc thì thấy máy bị nóng lên, thế có bị làm sao k ạ?",4,115,0,0,0,1,2,2.0,2.0,-1.0
Mua gần 7 tháng chỉ dùng fb gọi điện zalo mà sụt pin. Còn 93%. Nản. Trước mua con 7 plus dùng 3 năm mới 90%. Quá chán.,2,118,1,0,1,0,-1,-1.0,2.0,2.0
"Ac cho m hỏi ip 11 m mua ngày 15/7/2021 đến bây giờ thì pin sạc 91% là báo đã sạc đầy pin, sóng sim thì khi nào cũng 1 - 2 vạch. Như vậy tgdd hỗ trợ đổi máy k?",2,159,1,0,0,1,2,0.0,2.0,-1.0
cho e hỏi ip11 của em không làm j tự nhiên nó bảo bị nhiễm 8 virus là sao ạ mong ad giải thích dùm em,5,101,0,0,0,1,2,2.0,2.0,-1.0
Camera khi chụp có flash nó ra như vậy. Mình có dán cường lực camera. Không biết như vậy có ảnh hưởng flash không. Mong phản hồi. Cảm ơn.,4,137,1,0,0,0,2,0.0,2.0,2.0
máy sử dụng tốt. mới mua 16tr490 giờ lại giảm hơn 15tr xíu . khuyến mãi nhều quá mua trước có 2 ngày mà mắc hơn 1tr,4,115,0,1,0,0,2,2.0,-1.0,2.0
mình dùng được 1 tháng rưỡi thì pin còn 99% dù xạc rất cẩn thận . Với tình trạng này chắc còn giảm theo thời gian!!!!!,3,118,1,0,0,0,2,-1.0,2.0,2.0
"iphone 11 của e mới mua ở thế giới di động được hơn 1 tháng, e chỉ lướt fb tiktok và youtube mà giờ dung lượng pin đã bị giảm còn 97% là sạo ạ",2,142,1,0,0,0,2,-1.0,2.0,2.0
"Mình mua iphone này ngày 21- 3 , về dùng những ngày đầu ổn, nhưng thời gian sau bị nóng máy tgdd hỗ trợ mình lỗi này nha",3,120,0,0,1,1,0,2.0,2.0,-1.0
"Mới mua máy cách đây vài ngày, cho hỏi tại sao khi sử dụng máy lại bị nóng một bên ngay bên có nút nguồn, với pin tuột nhanh quá",3,128,1,0,0,1,2,-1.0,2.0,-1.0
Mới mua iphone 11 ngày 02/02/21 mà Camera bị flare nặng quá có được đổi máy ko ạ? Thegioididong tết có làm việc ko ạ?,3,117,1,0,0,0,2,0.0,2.0,2.0
Mới mua hôm 27/12 nch hài lòng về sản phẩm . Pin như này thì đủ dùng mọi tác vụ cơ bản cho 1 ngày . Máy rất đẹp nv tư vấn nhiệt tình . Thanks.....,5,146,1,1,1,1,1,1.0,1.0,0.0
Máy thì OK rồi.nhưng sao mình tạo App Store không được vậy.nó đã gởi mã xác minh cho mình rồi mình nhập vào thì nó bảo mã không đúng . Mông Anh chị giúp em với ạ,5,161,0,0,0,1,2,2.0,2.0,0.0
Mới mua được 3 ngày ngoài Sài ngon đúng mình mua mình dùng mới biết được như nào nhưng nếo không bat tiết kiệm pin thì để không Sài gì mất 5% bật tiết kiệm không bị - pin máy tốt,5,178,1,0,0,0,2,1.0,2.0,2.0
Cho mình hỏi là ip11 khi xem video chỉ nghe âm thanh được 1 loa bên phải à còn loa bên trái sao không nghe luôn,4,111,0,0,0,1,2,2.0,2.0,-1.0
"Mới mua 1 ngày vê cảm nhận là hơi nặng so và dày, thiết kế đẹp nhưng mà mình là người ưa nhỏ gọn nên lỡ mua cái này cảm thấy ko thoãi mái.",3,138,0,0,0,1,2,2.0,2.0,-1.0
"T mua ip11 cách đây hơn 1th. Mới lấy về thì xài rất ok. Đến ngày thứ 25 thì pin tuột nhanh. Theo dõi 3ngày vẫn vậy nên mới mang ra tgdd để kiểm tra. Đt tháo sim ko chạy ứng dụng,",1,178,1,0,0,1,2,-1.0,2.0,-1.0
Điện thoại sài ổn nhưng không hiểu sao cứ để không qua đêm là bị sụt mất 10-12% mặc dù đã tắt hết đa nhiệm,5,106,1,0,1,0,0,-1.0,2.0,2.0
Đã múc em nó mua trả góp cho cu bạn! Xài ô tô kê. so với trong tầm giá vẫn vượt trội hơn mọi con khác :D,5,104,0,0,1,1,1,2.0,2.0,0.0
Mới dùng 2 tháng nhưng nay thỉnh thoảng mất kết nối sim phải chọc sim ra r lắp lại mới bình thường @@,3,101,0,0,0,1,2,2.0,2.0,-1.0
Tất cả mọi thứ đều ổn trừ cái màn hình ra. Ước gì màn ngon hơn 1 chút thì đây là sản phẩm tuyệt vời nhất,4,104,0,0,1,1,1,2.0,2.0,-1.0
"Rất tuyệt vời. Máy đẹp,chạy mượt hơn cả mong đợi. Camera đẹp, cấu hình cực mạnh, màu sắc đẹp. Nhân viên nhiệt tình,vui vẻ.",5,122,0,1,0,1,2,2.0,1.0,1.0
"Đã khiêng 1 em về dùng. Rất tuyệt luôn. Màn hình sắc nét, chụp ảnh miễn chê, pin qua ổn. Nhân viên phục vụ rất nhiệt tình❤️❤️❤️",5,127,1,1,0,1,2,1.0,1.0,1.0
"Màu sắc đẹp, hoàn thiện tốt, cấu hình cực mạnh, pin trâu, màn hình không rực rỡ như mong đợi, nhưng dùng tầm 1 ngày là quen, dùng lâu không mỏi mắt, màn hình ổn, không tệ như lời đồn, rất hài lòng.",5,197,1,0,0,1,2,1.0,2.0,1.0
"Vừa khui lúc sáng ! Mọi thứ thật tuyệt vời ! Máy pin trâu , mượt , nhanh , màn hình rất nét ...! Cầm nặng tay xíu vì từ i6 lên mà ! 😂😂😂",5,135,1,0,1,1,1,1.0,2.0,1.0
Mới mua chưa biết sao nhưng chưa tìm thấy mục hình ảnh khi chụp như các máy khác. Phải vào tệp tin hoặc gôdrver. Mong st chỉ cách,5,129,0,0,0,1,2,2.0,2.0,0.0
"Mình mua đt đc hơn 20 ngày rồi , giờ mình muốn trả dt lại thì mình mất bao nhiêu % b nhỉ",4,88,0,1,0,0,2,2.0,0.0,2.0
"Dùng hơn hai tháng máy ổn định,chụp ảnh ổn áp, pin cực trâu, cầm nhẹ tay, màu xinh",5,82,1,0,1,1,1,1.0,2.0,1.0
"Máy đẹp, chất liệu titan bền, chụp ảnh zoom xa, lướt mượt, tính năng AI khá hay, sài ok nha",5,91,0,0,1,1,1,2.0,2.0,1.0
Mình có mua iPhone 13 tại tgdđ cách đây 2 năm giờ mình muốn đổi máy mới có đc không,5,83,0,1,0,0,2,2.0,0.0,2.0
máy mới nhưng hơi trậm lâu lâu lại có hiện tượng trượt để nghe nhưng k trượt được,2,81,0,0,0,1,2,2.0,2.0,-1.0
Máy thì sử dụng ok. Nhưng ko hài lòng. Bỏ ra 24tr mà máy bị tróc lớp sơn nhìn rất khó chịu.,4,91,0,0,1,1,1,2.0,2.0,-1.0
"S/P rất ok.nhưng pin để qua đêm k dùng k bật mạg,wif lại mất 5-6% pin hơi bị ức chế",4,83,1,0,1,0,1,-1.0,2.0,2.0
Iphone 13 mình mua tgdd hôm 20/2 đến 16/3 đã giảm pin còn 98% có phải có vấn đề k ạ,3,83,1,0,0,0,2,-1.0,2.0,2.0
"Cầm vừa tay, pin trâu. Nhưng để qua đêm thấy tụt 3-5% pin. Nói chung ko chê điểm gì",5,83,1,0,1,1,1,1.0,2.0,1.0
Lấy máy hôm 30.10.21 thanh toán bằng moca nhưng chưa thấy được hoàn tiền lại?????,4,81,0,1,0,0,2,2.0,-1.0,2.0
Sau 1 tháng sử dụng thấy Sài kiểu phổ thông thì ổn.giá con này khoảng 3 triệu rưỡi thì hợp lý hơn,3,97,0,1,1,0,0,2.0,0.0,2.0
Cho tui hỏi đt tui mới mua 1 tháng bây h muốn bán lại đc như giá cũ hay giảm xuống nhiu ạ,4,89,0,1,0,0,2,2.0,0.0,2.0
Luôn hài lòng vì cách phục vụ của nhân viên TGDĐ Rất nhiệt tình và nhanh nhẹn.,5,78,0,1,0,0,2,2.0,1.0,2.0
Dùng các ứng dụng cơ bạn thì mượt còn chơi game thì chưa biết ổn trong tầm giá,4,78,0,0,0,1,2,2.0,2.0,1.0
Tôi mua mới ko dùng cũng hao pin quá. Sản phẩm ko nên mua vì hao pin. Ko biết máy có lỗi ko,2,91,1,0,0,0,2,-1.0,2.0,2.0
"Thỉnh thoảng cảm ứng chậm,cùng sử dụng 2 đt cảm ứng nhưng iPhone mạng yếu hơn",3,77,0,0,0,1,2,2.0,2.0,-1.0
"Sản phẩm tốt. nhân viên nhiệt tình, chu đáo. Sẽ ủng hộ điện máy xanh, tgdđ.",5,75,0,1,1,1,1,2.0,1.0,0.0
sao dt để qua đêm tuột 8 phan % pin v ah minh da rất het tất cả ứng dụng ngam tat màn hình sáng luôn,3,100,1,0,0,0,2,-1.0,2.0,2.0
"Mới mua chưa tới 1 tháng, cứ để qua đêm là pin tụt 6-8% không biết có sao không nhỉ",4,83,1,0,0,0,2,-1.0,2.0,2.0
"Máy dùng OK . Cảm ơn ace nhân viên tgdd Gia Bình ,rất nhiệt tình , chu đáo nữa ❤️",4,81,0,1,1,1,1,2.0,1.0,0.0
"sản phẩm tốt, phục vụ nhiệt tình. quản lý chất lượng, nhân viên vui vẻ, trông em bé rất giỏi ))",5,95,0,1,1,1,1,2.0,1.0,0.0
"Máy em mới mua 2 tháng sao cứ ngủ một đêm sáng dậy nó tụt mất 4% pin vậy ạ, có bị làm sao ko ạ",3,94,1,0,0,0,2,-1.0,2.0,2.0
Mình mua hồi tháng 8 còn 14 490 000 giờ sao giá 19tr vậy bạn. Lúc đó iphone 13 chưa ra nữa,5,90,0,1,0,0,2,2.0,-1.0,2.0
Mua từ 21/10/2021 mà nay cũng được 1 tháng rồi mà tình trạng pin tụt xuống 99% :((,2,82,1,0,0,0,2,-1.0,2.0,2.0
iPhone 11 của em mua đập hộp 100 phần 100được 1 tuần h muốn trả lại thì còn khoảng bao nhiêu ạ,4,94,0,1,0,0,2,2.0,0.0,2.0
Máy dễ tróc lớp keo trên camera. Sài cũng ok pin đc sài khoảng 7 tiếng nhân ………,3,79,1,0,1,1,0,1.0,2.0,-1.0
Mình đang gặp vấn đề về Mic. Tu vấn giúp em với xxxx364031……………. Djdjsksosjdjdj,3,79,0,0,0,1,2,2.0,2.0,-1.0
"Xài rất ok. Nhu cầu nge gọi, face, youtobe pin trụ đc cả ngày. Nói chung là ổn. Ko có ji phàn nàn",5,97,1,0,1,1,0,1.0,2.0,0.0
Mình vừa mới mua hqa về test thử thì loa có khi bị rè. Mình cần được hỗ trợ ạ. Cảm ơn!,4,86,0,0,0,1,2,2.0,2.0,-1.0
"Cho mình hỏi máy mình ip11 IOS 14.5.1 giờ nâng cấp lên bản 14.7 có ổn ko nhỉ, máy dùng thấy khá nóng",3,100,0,0,0,1,2,2.0,2.0,-1.0
Máy dùng tốt. Ip vẫn có sự khác bọt riêng. Dùng quen rồi đổi sang đt khác ko dùng dc lại quay về ip.,4,100,0,0,1,1,1,2.0,2.0,0.0
Dt đẹp. Màu đẹp. Mà Cho mình hỏi dây cáp đi kèm trong hộp dùng cho củ sạc nhanh đúng không ad,4,93,0,0,0,1,2,2.0,2.0,1.0
Đã mua đc mấy tháng giờ mới đăng. Máy dùng thật sự ổn. Trâu bò mà vừa tay. Tuyệt vời luônnnnnnnn,5,96,0,0,1,1,1,2.0,2.0,1.0
Mình mua hôm 2/3. Dùng tg qa thấy ổn. Chụp hình đẹp. Mua lúc giảm 14% ưu đãi nhiều. K hối hận,5,93,0,1,1,1,1,2.0,1.0,1.0
"Mới mua về mà lỗ sim chọt quài kh vô. Nó cứng quá , không biết bị lỗi ha do đt vậy nữa:(((",3,90,0,0,0,1,2,2.0,2.0,-1.0
mình mua gần 5 tháng.....máy xài rất ok...không như mọi người nói...tình trạng pin còn 100%,4,91,1,0,1,0,1,1.0,2.0,2.0
Mua dc 3 ngày rồi Màu vàng Mới xài bữa đầu ok Bữa thứ 3 là hơi hao pin rồi Để theo dõi tiếp xem sao,3,99,1,0,1,1,1,-1.0,2.0,0.0
"Sản phẩm rất tuyệt vời, nhân viên vui vẻ nhiệt tình, pin trâu, chơi game rất mượt.",5,82,1,1,1,1,1,1.0,1.0,1.0
Mới bán iPhone xr mua iPhone 11 xr pin đã trâu gặp 11 con trâu hơn ....đáng nâng cấp vừa túi tiền,5,97,1,0,0,0,2,1.0,2.0,2.0
Mới xúc 11 64gb tôi qua Phải nói đẹp tuyệt vời nhân viên ở dông anh phai nói phúc vu rất OK OK,5,94,0,1,0,1,2,2.0,1.0,1.0
mik mới mua dc 16 ngày lỗi không nhận sim cái shop đổi cho mình cái mới luôn đập hộp lần 2 nó đã ... shop xưa giờ mình vẫn thích làm ăn uy tín nhân viên nhiệt tình niềm nỡ chúc mừng shop năm mới bán được nhiều gấp đôi năm cũ,5,224,0,1,0,1,2,2.0,1.0,0.0
"Máy mất 4g và mạng di động liên tục, đang gọi di động bình thường mất là văng cuộc gọi luôn. Ra shop thì nv nói do sim cũ, hôm nay đi đổi sim mới tinh về vẫn bị như vậy. Ảnh hưởng tới công việc rất là nhiều",2,206,0,1,0,1,2,2.0,0.0,-1.0
"Cái gì cũng ok, từ sản phẩm tới nhân viên hỗ trợ. Chỉ có điều thời gian chuyển đổi dữ liệu từ máy cũ sang mới lâu quá nên ngồi đó chán.Góp ý nên có nước cho khách hàng uống nếu như quá trình mua hàng lâu nhé tgdđ ơi.",5,216,0,1,1,1,1,2.0,0.0,0.0
Dùng hơn 1 năm mọi thứ điều ổn có điều dùng cẩn thận lắm vẫn tróc sơn vấn đề tróc tróc sơn là muôn thuở với iphone làm từ vật liệu nhôm 13 thường cầm nắm gọn nhẹ thích hợp cho người dùn phổ thông.Đến nay iphone 13 đã giảm thời gian này nên mua trải nghiệm,5,255,0,0,1,1,1,2.0,2.0,1.0
"Mới mua hôm nay, cảm giác điện thoại rất tuyệt, nhân viên điện máy xanh K9, TT TVT, CM rất nhiệt tình, chu đáo. Bạn Duy tư vấn tận tình, và các bạn khác hổ trợ tối đa. Cảm thấy rất hài lòng về phục vụ của tgdd, đmx",5,214,0,1,1,1,1,2.0,1.0,0.0
"Mình lấy con 13 128gb màu pink ngày 30/10,sau vài ngày trãi nghiệm thì có nhận xét: Pin xài lâu,video điện ảnh có thể xoá phông,màn hình sáng đẹp,âm thanh hay. Cái màu hồng nude cực kỳ ưng luôn nhé!Đáng để nâng cấp.",5,215,1,0,0,1,2,1.0,2.0,1.0
"Đặt sản phẩm online , nhận tại siêu thị ,tôi chỉ góp ý nhân viên không nên bóc seal trước ,sản phẩm được bóc sẵn ,bị nhân viên làm rách và có mở ra cài đặc trước .Tính mua tặng gia đình nhưng khi lấy ra nhiều dấu vân tay và cài sẵn nhìn giống máy đã bị sử dụng .Nên hơi thất vọng .",3,281,0,1,0,0,2,2.0,-1.0,2.0
"Camera sau của máy 2 con mắt BỰ chà bá lửa luôn,mua máy về sài mà nâng như nâng trứng,hứng như hứng hoa =)),nói vậy chứ cũng đặt cái cường lực bảo vệ cam rồi nên cũng yên tâm,bạn nào mua con này về nhớ đặt mua thêm kính cường lực cho camera sau nha,không là có ngày bể cam là hết cứu :v",4,286,0,0,0,1,2,2.0,2.0,0.0
"Pin ổn! Ngoại trừ lúc ngủ thì mấy ngày tết xử dụng liên tục, chủ yếu là xem video! Máy mình ko dùng để chơi game nên cuối ngày còn >30% pin! Kiếm ốp lưng xịn chính hãng dành cho nam cho model này khá khó vào thời điểm hiện tại!",5,227,1,0,0,0,2,1.0,2.0,2.0
"Tôi rất hài lòng với cung càch tiếp đón và thái độ phục vụ thật ân cần và chu đáo của nhân viên công ty!Luôn đặt lợi ích chính đáng của khách hàng lên trên hết,tạo dựng niềm tin cho khách hàng trước và sau khi mua sản phẩm tại công ty!",5,235,0,1,0,0,2,2.0,1.0,2.0
"Mua ip11 chính hãng VN/A cắm sạc rất cẩn thận, vậy mà mới xài đúng 1 tháng, pin xuống còn 99%. Chất lượng kiểu này ai mà dám xài. Bữa nay lại xuất hiện thêm trình trang nóng máy khi xem phim nữa. Chán",2,200,1,0,0,1,2,-1.0,2.0,-1.0
ip 11 của tôi vừa mua đc hơn tuần máy sóng yếu quá mạng 4g thông báo zalo bị nghẽn khi máy không sử dụng lúc bật sử dụng hay ai gọi cái là thông báo dồn dặp khó chịu quá camera gọi mesenger thì màu bị ố màu . Có phải do máy bị lỗi ko qtv,2,237,0,0,0,1,2,2.0,2.0,-1.0
"TGDĐ phục vụ tốt, bạn nhân viên nhiệt tình, dễ thương, không kiểu tươi cười giả tạo như những chỗ khác. Sản phẩm của Apple thì tốt, mượt, khỏi chê, đã dùng Apple ko muốn đổi sang hãng khác, vấn đề pin thì có hơi hạ nhanh 1 chút nhưng ko quá nhiều :)",5,249,1,1,1,0,1,-1.0,1.0,2.0
"Lỗi pin, tụt % pin theo ngày chứ không phải lâu mới tụt. Lỗi màn, mất cảm biến khi di chuyển trên màn hình. Gửi đi bảo hành khi gửi về thay màn thì roăng lồi cả ra ngoài. Không biết nên buồn hay best số nhọ ~~!",1,210,1,1,0,1,2,-1.0,-1.0,-1.0
"Mới mua cái màu đỏ được 1 tuần tại shop Nguyễn Trãi Q5, khỏi phải bàn cãi về chất lượng, màn hình to, nét, chip khủng, pin trâu. Bùn cái là phải đầu tư thêm bộ sạc nhanh mới sạc nhanh được. Shop Nguyễn Trãi có vẻ thiếu các bạn tư vẫn nữ :)",4,239,1,1,1,1,1,1.0,0.0,1.0
Máy đẹp.dùng mượt khỏi chê.pin ổn dùng hỗn hợp đk tầm 6->7 tiếng.camera chụp đẹp.chơi game nhiêu hơi ấm thôi.nhân viên DMX cẩm sơn-cẩm thuỷ hỗ trợ nhiệt tình chu đáo.cảm ơn e NHÀN - mua có cái đt bé xíu mà xách za tận xe cho khách.đã và sẽ ủng hộ dài dài,5,254,1,1,1,1,1,1.0,1.0,1.0
