,Comments,n_stars,Label
1076,"Cám ơn em Hòa (ĐMX 428 Nguyễn Thị Thập Q7 TPHCM) đã hỗ trợ tận tình khi mình đến mua Iphone 11 và xử lý việc thanh toán qua VNPay rất tốt để mình được giảm giá theo ưu đãi. Điện thoại chụp ảnh rất đẹp, màn hình đẹp, dù không sắc nét như dòng pro hay 12 nhưng cao cấp, pin lâu, xứng đáng số tiền bỏ ra. Mình thay cho Android do trung tâm thông báo bên Android quá lộn xộn, bên IOS thì gọn gàng và trực quan hơn, dễ kiểm soát. Chúc ĐMX và TGDĐ sẽ có được nhiều khách hàng và nhiều sức khỏe vượt qua mùa dịch. Hy vọng dịp khác mua hàng được em Hòa tư vấn và hỗ trợ. Xứng đáng cho 5 sao cộng.",5,
1077,Điện thoại iPhone 11 e mới mua có 5 tháng sau pin tuột nhanh quá dậy con co 95 pin e có thể đem ra cửa hàng kiểm tra lại được không,3,
1078,Sử dụng gần 1 tháng rất ok Trước thì 5* nhé sẽ đánh giá tiếp theo thời gian tới,5,
1079,iPhone 11 của em mua đập hộp 100 phần 100được 1 tuần h muốn trả lại thì còn khoảng bao nhiêu ạ,4,
1080,Máy dễ tróc lớp keo trên camera. Sài cũng ok pin đc sài khoảng 7 tiếng nhân ………,3,
1081,.dạ em vừa mua máy ở thế giới di động về em Sài thì âm thanh bình thường nhưng em tải game về thì vô game không có âm thanh trò chơi trong khi đó âm thanh trò chơi thì bật hết ai vậy là bị sao vậy ăn mong được giải đáp sớm nhất ạ . Xin cảm ơn,3,
1082,Mới mua tra gop hqua. ưu điểm Pin trâu cam đẹp. K hài lòng về tin nhắn ấn chữ bị lệch😔 . Chị nhân viên tư vấn rât nhiệt tình và dễ thương♥️,4,
1083,Mới mua ip11 chạy ios 14.4.2 máy rất nóng và nhanh tuột pin. Khi cập nhật lên ios 15 thì hết tình trạng trên và chạy rất mượt (chia sẻ đến mn) nhân viên tgdđ rất nhiệt tình,5,
1084,"Mình đang sử dụng app tiktok thì màn hình tắt rồi tự bật lại là bị sao ạ, add giúp e.!",3,
1085,"Em vừa mua con 11 ở tgdd, dùng đc 1 tuần thì thấy mọi thứ cũng khá ổn, có mỗi độ cảm ứng đôi lúc ko nhạy lắm, soạn tin nhắn hay bị nhảy chữ mặc dù bấm e mà lại hiện u, chơi game có khi bấm ko nhạy. Cho em hỏi như vậy là bị lỗi hay do bản chất con 11 ko nhạy cảm ứng vậy ạ?",3,
1086,Cho em hỏi sao em vừa mua được 2 ngày nhưng pin nhanh tuột lắm ạ? Thì có được hỗ trợ gì không ạ?,3,
1087,"Mua đt về tầm chục ngày thì bị hỏng dây sạc, cho hỏi em có được hỗ trợ đổi trả ko ạ",3,
1088,Mình mua máy đổi trả ở tgdd mà lúc đi cầm người ta báo là máy đã bị bung và thay pin các kiểu là sao vậy nhỉ,3,
1089,Mình đang gặp vấn đề về Mic. Tu vấn giúp em với xxxx364031……………. Djdjsksosjdjdj,3,
1090,Hồi mua máy đổi trả nghe mấy chị bán hàng tư vấn.họ nói máy này khách trước mới mua chưa được 1 tháng rồi trả lên đời cao hơn.nên mình nghỉ chắc còn zin 100%..ai dè về nhà test áp suất máy ko còn.chắc bị bung ra rồi.buồn thật sự.còn mọi thứ điều ok..wifi hơi chập chờn tự mất,4,
1091,Loa bên trái iphone 11 là gì mà ko nghe được ạ Xin được hổ trợ…………………………………………….,4,
1092,Mới mua dc 3 ngày mà sạc pin hết 6 lần. Máy nóng pin tụt lẹ. Mua dt mà k dám sài để dành pin công việc. Ko biết là lỗi do đâu,2,
1093,"Mình mua máy ngày 21.10.2021, Hiện tại góc màn hình máy bị kênh lên, như hình mình đính kèm. Cho mình hỏi lỗi này thì có đổi trả máy được hay không?",3,
1094,"Cho mình hỏi mình mới mua ip11 bên mình lúc trưa. Tối nay mình sạc thì thấy máy bị nóng lên, thế có bị làm sao k ạ?",4,
1095,"Máy vừa tay, hơi nặng chút. Chơi game tốt và pin trâu, loa ấm và sâu, cam rất tốt. Màn không được sắc nét lắm. 15tr thì vẫn nên mua ip11 để đạt được độ tin cậy cao nhất.",5,
1096,"Đã mua, rất mượt, pin rất trâu, học online liên tục cả buổi chiều hết ~35%, nhưng mỗi tội là dùng rất nhanh tốn dung lượng, tải có mấy app mà hết tổng 18,19gb rồi, trong khi con ip6+ của mình 16gb, tải rất nhiều nhưng vẫn trống 4-5gb lận",5,
1097,Mua máy ở hệ thống TGDD và ĐMX mình vô cùng tin tưởng luôn. Sẽ giới thiệu người thân mua ở đây.,5,
1098,"Xài rất ok. Nhu cầu nge gọi, face, youtobe pin trụ đc cả ngày. Nói chung là ổn. Ko có ji phàn nàn",5,
1099,"Máy mua mới đúng 1 tháng, mặc gì sài rất kỉ , sài tới 20% là sạc, canh khoảng 1h30 phút vừa đủ 100% là ngắt điện ,nhưng hiện tại thì pin còn 99% , thất vọng",2,
1100,"Iphone 11 mới mua ddc 3 ngayf xạc mới 5 lần mà máy nóng như than , k dùng đến máy vẩn nóng",2,
1101,Mua gần 7 tháng chỉ dùng fb gọi điện zalo mà sụt pin. Còn 93%. Nản. Trước mua con 7 plus dùng 3 năm mới 90%. Quá chán.,2,
1102,Bóc hộp 5 cái mới đươc 1 cái toàn bụi cam đốm màn thôi chế độ bảo hành 1 đổi 1 tại thế gioi di dong tốt nhiệt tình lúc ra về quản lý có ra xin lỗi mình vì máy lỗi nhiều quá nhưng khong sao mình đã chọn được máy như ý,5,
1103,#34169284 có giao phú giáo k ạ alo alo alo alo alo alo alo alo apo apo apo alo alo,5,
1104,"Buồn. Lúc mua k để ý cam. Chỉ chụp thử, về nhà mới thấy trong cam có hẳn 2hạt bụi. Mấy thẩm Mỹ quá. Mà k biết còn đổi đc nữa k",3,
1105,"Máy nóng,bắt sóng kém , cảm ứng ko kiểu chữ nhỏ là bấm lệch.chíp ko mạnh.bấm tin nhắn trò chuyện khi chơi game mà bấm thứ 2 chủ nhật mới nổi.thua máy trung quốc nữa",2,
1106,"Mình là 1 tín đồ của iphone xài từ ip4.5.6.8 và giờ là 11, nói chung tuyệt , không có gì để bàn cÃi",5,
1107,E mới mua iphone 11. Và trong máy chỉ có 1 dây sạc chứ ko có củ sach kèm theo. Vậy cho em hỏi dây sạc đi kèm iphone 11 hỗ trợ sạc bao nhiêu W ạ. Để e mua củ xạc tương ứng. Rất mong được phản hồi. Cám ơn!,5,
1108,Mình mua ip11 xong được tặng 1 cái thẻ viettel mà nạp lại báo là thuê bao quý khách không được hô trợ mình với,5,
1109,Mình mới mua xong 13/8/2021 s k đc giảm giá. Như trên áp giá chưa giảm là 17trieu490 chỉ được giảm 1 triệu còn 16490,4,
1110,Mình vừa mới mua hqa về test thử thì loa có khi bị rè. Mình cần được hỗ trợ ạ. Cảm ơn!,4,
1111,"Ac cho m hỏi ip 11 m mua ngày 15/7/2021 đến bây giờ thì pin sạc 91% là báo đã sạc đầy pin, sóng sim thì khi nào cũng 1 - 2 vạch. Như vậy tgdd hỗ trợ đổi máy k?",2,
1112,Camera chụp hình bị nhiễu và mờ. Có cách nào khắc phục không ạ. Mơi mua máy 2 ngay có đổi dc máy ko ạ,2,
1113,cho e hỏi ip11 của em không làm j tự nhiên nó bảo bị nhiễm 8 virus là sao ạ mong ad giải thích dùm em,5,
1114,Dt bị lỗi bin ra nhân viên k hỗ trợ về dt kiếu nại mới hỗ trợ đỗi may kiểm tra het luc nay màng hình có trầy nhẹ rồi nhưng k noi gì vẩn cho đổi. Xong 5 ngay s ra đổi thì nói lần trước k thay trầy mới hỗ trợ giờ bị trầy nặng. Ủa là s lúc đó bị r mà r cái xong hết r do hả. Bõ 16tr ra mua cái dt về sạt bin ngày 3 lần. Lần đầu cung như lần cuối,1,
1115,"đây là ảnh lỗi của phần phản hồi trước của em ạ Dạo này nó cứ bị nặng hơn. Cái tai nghe có dây em mua 790k, nếu là lỗi về tai nghe thì em còn được bảo hành không ạ",4,
1116,Điện thoại mình vừa mua được 11 ngày thì vỡ màn hình thì có được thay miễn phí không ạ.,5,
1117,Ae dùng ngoài trời 1 lúc có bị nóng phía dưới màn hình gần chân sạc k. Chứ của e nó nóng phần dưới đấy,3,
1118,Sau khi sử dụng mình rất lo lắng về tuổi tho của pin. Trong lúc sạc máy lúc nào cũng bị nóng,1,
1119,Mn cho mình hỏi là tại sao cập nhật lên 14.7 thì bị Thông Báo Quan Trọng Về Pin vậy???,4,
1120,"Mình mua con 11 này hồi cuối tháng 12 năm 2020, giờ mình mới viết đánh giá. Nói chung là sài tốt, có thể đó giờ mình chỉ sử dụng hãng apple nên mình thấy tốt, không giật lag, máy nóng khi gọi đt liên tục. Đặc biệt sau 7 tháng sử dụng, pin đt mình vẫn 100%, pin sài ổn trong ngày, có đôi lúc sạc 2 lần do mình sd ứng dụng nhiều thôi. Minh cũng khuyến cáo với mọi người là không nên vừa sạc vừa sử dụng, không những làm nóng máy mà còn giảm tuổi thọ pin. Đến lúc đó thì mọi người bảo 11 sài không ổn thì không đúng. Cảm ơn mấy anh chị em nhân viên ở chi nhánh TX Duyên Hải phục vụ tốt và nhiệt tình ạ.",5,
1121,"Cho mình hỏi máy mình ip11 IOS 14.5.1 giờ nâng cấp lên bản 14.7 có ổn ko nhỉ, máy dùng thấy khá nóng",3,
1122,Mua máy được 4 tháng. Tự nhiên thì bị tắt nguồn. Cho e hỏi có vấn đề gì không ạ?,3,
1123,Sài đc 3tháng mọi thứ điều ổn. Hoi thay vọng về viên pin sau 3 tháng còn 99% 😢😢😢😢,4,
1124,Camera khi chụp có flash nó ra như vậy. Mình có dán cường lực camera. Không biết như vậy có ảnh hưởng flash không. Mong phản hồi. Cảm ơn.,4,
1125,Sao mới mua chưa được 1 tháng mà bắt wifi kém lắm ạ chán quá 😭 mn nên cẩn thận khi chọn e này,3,
1126,Mình mua iphone 11 chưa được 1 tháng nhưng có lúc bị đơ máy là bị sao vậy? Bên tgdd tư vấn cho mình về hiện tượng này với,3,
1127,"Mình mua máy ở TGGD tháng 12/2020, sử dụng được khoảng 2 tháng thì pin còn 98%. Gần đây điện thoại liên tục tự chụp màn hình. Mình đang chơi game cũng tự động chụp màn hình. Xem tiktok, youtube cũng tự chụp màn hình. Mỗi ngày điện thoại tự chụp hơn 10 ảnh màn hình trong khi mình không sử dụng double tap vẫn tự động chụp. Mà hiện tại đang giãn cách không thể mang ra shop được.",3,
1128,appstore của em như này là bị sao ạ?? tự dưng nó bị vậy ạ đang dùng bình thường mà nó lên này ạ???,5,
1129,"Mình vừa test máy mới, sao máy này game liên quân ko bậc được cấu hình HD bạn nhỉ?",4,
1130,Mình dùng được 2 ngày và cảm thấy mượt pin sạc 1 ngày 1 lần buổi tối dùng cả ngày hôm sau.,4,
1131,Cảm nhận ban đầu thấy khá ok.. pin trâu. Camera tốt . Game thì khỏi phải nói nữa r.. chỉ có cái màn hình nhưng cũng chấp nhận dc,5,
1132,Máy dùng tốt. Ip vẫn có sự khác bọt riêng. Dùng quen rồi đổi sang đt khác ko dùng dc lại quay về ip.,4,
1133,Iphone 11 mới mua dc 2 ngày về chưa làm rơi hay va chạm vào đâu tại sao lại bị hở 1 đường như vậy ạ,3,
1134,máy sử dụng tốt. mới mua 16tr490 giờ lại giảm hơn 15tr xíu . khuyến mãi nhều quá mua trước có 2 ngày mà mắc hơn 1tr,4,
1135,Mua ip 11 ngày 5/7/2011 mà về sạc chỉ lên đc 80% tắt tính năng tối ưu hoá vân k thấy lên % pin,3,
1136,"Mới mua máy đc 2 tháng máy tụt 99%, dù dùng rất cẩn thận, theo kiểu này k dùng đc lâu bền. Tháng đầu sạc pin chỉ mất hơn 1 tiếng, nay sạc mất 2 tiếng rưỡi mới đầy, pin con 11 này nói trâu mà k hề trâu, chán thực sự. Có cách nào khắc phục k nhỉ ?",3,
1137,"Về mới thấy màn hình thì hơi vàng tí, chụp hình thì camera bị nhoè nhoè làm sao đó,",2,
1138,Mới mua hôm qua tại thị trấn tân châu . 😜 thấy sài ok đó giờ toàn mua iphone samsung ở tgdd sài cái nào cũng ok,5,
1139,Hồi trc em sài cái ip7plus chụp hình = cam thường ok lắm nó kh bị kiểu ghè ghè hột hột vô hình . Còn h sài cái ip 11 chụp = cam thường nó cứ bị nhiễu nhiễu ảnh kh dc ok Kh bt phải tại camera lỗi kh nữa,2,
1140,mình dùng được 1 tháng rưỡi thì pin còn 99% dù xạc rất cẩn thận . Với tình trạng này chắc còn giảm theo thời gian!!!!!,3,
1141,"Sao e mới mua xài đc tầm 1 tháng mà bị xuống pin nhanh quá,k làm gì để đó mà cũng bị tụt pin",2,
1142,"Nghĩ buồn. Điện thoại iPhone 11 mua đc 1 tháng đầu ( thời gian 1 đổi 1 nếu bị lỗi do nhà sản xuất) bị lỗi mang ra đổi, điện máy bảo khắc phục đc, nói về dùng được cũng tin tưởng mang về dùng, chưa được 1 tháng tiếp tục bị lại mang ra bảo hành, lại nói hết thời gian 1 tháng, nên gửi xuống hãng. Khi gửi hàng ko gọi thông báo cho khách hàng đt bị tình trạng gì tự ý làm tanh bành rồi trả lại mà ko khắc phục đc cái lỗi chính. Hỏi có vui nổi ko",1,
1143,"Vừa làm con đỏ xong, canh sale mãi mới dc mức giá vừa ý, chế độ mua online ok như khi mua ở cửa hàng, chỉ có cái ko đc các em xinh tươi phục vụ niềm nở thôi =))",5,
1144,Máy pin khá là trâu dùm 2 ngày nếu tát vụ bình thường còn game thì tầm 1 ngày camera khá là xấu nên thêm áp là ok tát vụ nhanh mượt,4,
1145,"Vừa qua e có mua 1 máy bên hệ thống mình. Máy thuộc trạng thái ĐSD đc 9 ngày. e đặt máy về , và xài máy khoảng 3 4 ngày thì phát hiện lỗi. Máy bị sục sịch cái màn hình s đó e gửi lên sữa nửa tháng thì đc báo về máy bị hở màn loa và lỗi Face ID. Trong khi e thấy rất bình thường. Và báo e hãng apple báo giá tầm 11tr để đổi máy mới. Trong khi e mua máy khoảng gần 15tr . Mà bảo là bù tầm 11tr , vậy tổng tiền e bỏ ra chẳng khách nào như mua máy mới. Và e k đồng ý. Nên hãng gửi về. Sau đó e lại gửi lần nữa thì bên trung tâm apple từ chối bảo hành.... E rất không hài lòng về trường hợp này. Máy bán ra bị lỗi. Kiểm tra báo không lỗi. Trong khi những máy mà khách hàng gửi lên rất không ok ( lỗi loa , loa rè. Hở luôn màn hình .... ) Và vì e là 1 nhân viên của hệ thống mình , nên em không muốn làm khó sự việc này. Nhưng với tình trạng này thì đối với khách hàng thì thế nào. Và e cũng là 1 khách hàng mà. Em mong muốn hãng apple làm rõ sự việc này với em",1,
1146,"Iphone 11 e mua dc 6 tháng rồi, pin mới sài sau 2 tháng giảm còn 99%, 5 tháng còn 98%, sau đó 1 tuần trở lại đây có tình trạng bị nóng máy(cực kì nóng) kể cả khi e k dùng (chỉ bỏ trong túi xách), nóng từ phần dưới camera trở xuống, cực kì nóng luôn ạ, vừa bật camera lên chụp dc 2 tấm hình máy lại nóng rang, đến nỗi nóng quá e phải Tắt Nguồn điện thoại bật lại, sau cú tắt nguồn đó thì pin giảm xuống 97% ngay. Nhờ ad hỗ trợ giúp e trường hợp trên vs ạ, máy mua sài chưa dc 1 năm mà pin bắt đầu xuống cấp quá ạ",3,
1147,"Sao mình mới mua ip11 64g ở tgdd mới. Mà về xạc sờ mặt sau màn hình tê tê, liệu có gai do cục xạc??? Củ xạc mua thêm hơn 600k zin, cáp theo máy? Mong dc phản hồi",3,
1148,"mình mua 2 cái IP 11 cho vc mình ở tgdd, đc hơn tháng r, sau mấy năm xài samsung, giờ quay lại IP, công nhận xài đã thiệt, nhanh, đẹp, tiện, thao tác mượt mà và hay tuyệt. Nhân viên thì tuyệt vời. mua đc 1 ngày nóng máy, ra nv đổi ngay 1 cái nguyên seal, mình mua 2 mà đc bóc seal 3. về nhà thì vẫn nóng. sếp tgdd gọi cho mình báo vui vẻ là lỗi k do máy, do sim mobi cũ của mình. mình thay ngay sim 4g và 1 esim mobi, xài chuẩn, mát máy, mượt mà. tội tgdd, do nv mới chưa biết lỗi do sim làm mình đc bóc seal 2 máy :D",5,
1149,"Mình xài dt được hơn 1 tháng rưỡi, ngày trước mình là Huafan nhưng bây giờ thật sự cảm thấy Ip dùng rất tốt. Sử dụng các tác vụ hằng ngày cảm thấy không hề nóng, tối mình sẽ sạc pin đến sáng, vừa sạc vừa call video nhiệt độ có nóng lên nhưng pin khoảng 70% sẽ hết nóng, giờ tình trạng pin vẫn còn 100% nha. Mình thấy nhiều bạn chê máy nóng, pin yếu bla bla nhưng với mình ip11 xứng đáng được 100 điểm",5,
1150,"Cho mình hỏi, mình mua ip 11 được 6 ngày, máy mình mỗi lần sử dụng camera tầm 1p là bắt đầu nóng dần lên. Đây là do máy như vậy hay bị lỗi? Mong được hỗ trợ",3,
1151,"Mua ip11 chính hãng VN/A cắm sạc rất cẩn thận, vậy mà mới xài đúng 1 tháng, pin xuống còn 99%. Chất lượng kiểu này ai mà dám xài. Bữa nay lại xuất hiện thêm trình trang nóng máy khi xem phim nữa. Chán",2,
1152,Cảm thấy pin hàng VN/A của TGDĐ không đc tốt. Mới mua đầu tháng 2 mà giờ pin 99%. Cắm sac rất cẩm thận. Trc mua con 8+ chưa hết năm thì pin còn 89%. Thất vọng,2,
1153,"Có 3 vấn đề mình muốn hỏi thdđ : Thứ 1 điện thoại chính thdđ bán ra không check được máy mới hay máy cũ cho khách hàng hay hàng CPO trả bảo hành, hay hàng trưng bày khi mình đem ra thdđ cũng tự tay mình check cho nhân viên kĩ thuật xem. Và mình cũng check thử đt của a nhân viên . Kết quả là điện thoại mình không ra của a nhân viên thì ra Thứ 2: Điện thoại Iphone mình sd được 4 tháng. Thời gian mình nhờ hỗ trợ từ tgdđ là lúc 86% pin đúng 3 ngày còn 85%. Dung lượng pin hiển thị đang bảo trì. Chứng tỏ là lỗi pin . Dung lượng thực tế check app 3U ở thdd ra 900Mah ? Có nghĩa là chỉ còn 30% dung lực pin thực sự 3000Mah Thứ 3: Ip7 thdđ ngừng kinh doanh . Máy sản suất từ 2016 check ra là hàng cũ đổi bảo hành . Lấy lí do từ đâu có thể định giá nó 7.300.000đ Trong khi đó mình là ip11 mua ngày 27/12/2020 giá 17.000.000đ . Sử dụng còn 6 tháng định giá 7.500.000đ. Giá trị chênh lệch khách hàng mượn 209.142đ. Với những lỗi như vậy đem đủ lỗi khó chịu cho khách hàng còn phải chờ kết quả bảo hành từ hãng. Sài điện thoại trong 4 tháng cứ lỗi pin hết nhanh 1 cách bực mình. Đổi khách hàng không đổi từ tháng đầu tiên. Đến bây giờ bệnh ngày càng nặng . Người thiệt vẫn là khách hàng, chỉ quan tâm đến doanh thu bán ra. Còn bảo hành thất vọng",1,
1154,"Máy em mới mua 3 ngày mà em sạc dự phòng cho máy qua đêm đến sáng mà sạc vẫn chưa xong, tối máy em còn đến 46% mà sáng thì hết trơn pin tắt nguồn luôn vậy pin của máy em có bị hư kh ạ",4,
1155,"Mình mới mua điện thoại từ ngày 4/5 . Mấy ngày đầu mình chưa mua sim nên dùng rất ít . Nhưng sau khi sài đc 10 ngày tiếp theo mỗi ngày sạc 1 đến 2 lần , khi sạc không dùng cũng không sạc qua đêm mà giờ pin còn 99% . Bây giờ cứ cắm sạc là máy nóng . Không biết là do lỗi gì",3,
1156,Bỏ ra số tiền lớn để mua nhưng mới sài tầm 3 tháng 20 ngày thì còn 97%. Trong khi đó mình mua ip6 sài 1 năm còn 98%. Gọi đt cho bạn bè thì đang nói chiện lấy đt ra để nhập sdt thì màng hình tối thui. Tưởng 1-2 lần. Nhưng cường độ ngày 1 thêm tăng. Quá thất vọng,2,
1157,"Sài được 2 tháng r chưa pt s nhưng s bao xịn sò luôn, camera rất đẹp , màn hình nhạy nói chung oke hong còn từ nào diễn tả ❤️",5,
1158,"iphone 11 của e mới mua ở thế giới di động được hơn 1 tháng, e chỉ lướt fb tiktok và youtube mà giờ dung lượng pin đã bị giảm còn 97% là sạo ạ",2,
1159,Dt đẹp. Màu đẹp. Mà Cho mình hỏi dây cáp đi kèm trong hộp dùng cho củ sạc nhanh đúng không ad,4,
1160,Mua dk 10 ngày pin tụt 99% . Đưa ra xỉ lý về 100% . Qua 1 tháng 2 ngày còn 98%. K hỗ trợ đổi. Bắt đưa lên hãng.còn kêu hết 1 tháng này nọ.trong khi 10 ngay đã đưa rồi. Thà mua máy 99% cho rẻ 4-5tr còn đỡ tức hơn.thái độ khi mua rất tốt.nhiệt tình.còn thái độ khi sử lý đổi cho khách rất tệ.né tránh,1,
1161,Mua sáng nay mọi thứ đều rất ok nhưng vẫn có cảm giác pin tụt hơi nhanh :v thôi để cắm mấy lần đầu 8h r test pại xem sao .,4,
1162,Sản phẩm về loa nghe gọi bình thường còn gọi Zalo hay Facebook rất rè. Nhân viên tgdđ ko có muốn giúp khách hàng khắc phục,2,
1163,Sao ip 11 mình mới mua 3 tháng giờ nó bị gì mà tự khởi động lại qài lun bấm chừng 5 10p là nó lại bị k pk có vấn đề gì về bin k,3,
1164,Sau khi chụp xong 3 tấm ảnh đối diện ánh sáng thì camera góc rộng có chấm xanh như thế này ạ (được khoanh vùng màu đỏ).góc siêu rộng chỉ thấy chấm xanh mờ.,1,
1165,Cho hỏi sạc pin 4 tiếng mà 80%ko đầy là lỗi máy hay sạc lần đầu sạc cũng rất lâu mới đầy,4,
1166,Mình mới mua iphone 11 64g. Về sử dụng mục đích bán onl mà không lưu được hình ảnh trên Zalo và message làm cách nào để khắc phục vây ạ.dù bô nhớ iPhone còn tận 50g,3,
1167,"Mới mua máy hôm 25/4 máy tụt pin quá nhanh, từ 100% xài được khoảng 2 -3 tiếng là đã xuống dưới 20%, xài rất ít nhưng tới 15h chiều là đã hết pin, nhờ TGDD hỗ trợ ktra hoặc đổi máy khác ạ?",3,
1168,Tôi mua về được 2 ngày máy lỗi hỏng loa bên dưới và nghe tai nghe mất 1 tai qua cửa hàng nhân viên khắc phục mãi không được nên tôi thấy chất lượng ko hài lòng,1,
1169,"Mua dùng được hơn nửa tháng, trải nghiệm oke, pin dùng được lâu ,nhưng có lúc chỉ nghe nhạc thôi mà điện thoại cũng nóng",4,
1170,"Mình mua máy này ngày 5/4/2021 có mua kèm sạc dự phòng không dây, mình sạc điện thoại qua sạc dự phòng, pin cứ đến 80% là ngưng mặc dù mình đã tắt chế độ sạc tối ưu trên máy, phải rút ra cắm sạc lại lần nữa máy mới lên 100%, vậy lỗi này là do máy hay do sạc dự phòng ạ? Mình đã đổi sạc dự phòng tại tgdd 1 lần rồi, mong kỹ thuật hỗ trợ giúp mình",3,
1171,"Mình mua iphone này ngày 21- 3 , về dùng những ngày đầu ổn, nhưng thời gian sau bị nóng máy tgdd hỗ trợ mình lỗi này nha",3,
1172,Mới mua mấy ngày.tất cả đều ổn chỉ có pin là quá kém tụt nhanh .không biết làm sao?,3,
1173,"Mua gần đc 1 tháng, mọi thứ quá ok. Chị nhân viên tư vấn quá nhiệt luôn mặc dù ghé siêu thị hơi trễ. Cảm ơn TGDĐ và C.Linh ở ngã3 bến phà Tân Châu cũ! Sẽ tiếp tục ủng hộ và giới thiệu cho người thân, bạn bè. 😉",5,
1174,"Máy mượt dùng tốt, nhân viên tư vấn nhiệt tình, hỗ trợ thắc mắc cũng nhiệt tình cẩn thận",5,
1175,"Mới mua ngày 03/02/2021, hôm nay vô kiểm tra đã mất 2%, pin gì kém chất lượng vậy",3,
1176,Đã mua đc mấy tháng giờ mới đăng. Máy dùng thật sự ổn. Trâu bò mà vừa tay. Tuyệt vời luônnnnnnnn,5,
1177,"Mua bản màu xanh rất đẹp, mua màu khác hẳn các máy khác, mua trc Tết bây giờ mới vào comment Pin khoẻ, máy đẹp, phù hợp giá tiền, mua đúng đợt giảm 16,4tr. Vânz thích mua TGDD hơn vì hàng đảm bảo",5,
1178,"Đã mua và dùng được 3 ngày. Cảm nhận mượt. Nhưng máy quá nóng, nhất là ở khu vực gần camera nóng lan xuống phần dưới máy. Nhờ TGDD tư vấn giúp hay đổi máy khác ạ?",3,
1179,"mới mua máy đc 2 tháng, từ 20/1- 17/3 đã bị sụt 3 % pin. cảm thấy ko đc hài lòng về chất lượng?",3,
1180,Mình mua hôm 2/3. Dùng tg qa thấy ổn. Chụp hình đẹp. Mua lúc giảm 14% ưu đãi nhiều. K hối hận,5,
1181,"Sau 1 đêm không sd, tắt hết 4g và các ứng dụng khác thì pin vẫn tụt 5%, đt bắt sóng wifi rất yếu. Wifi công ty mạnh ai cũng sử dụng được mà khi tôi dùng đt mới này không goi được cả zalo",3,
1182,"Máy mới mua đươc tầm 10 ngày nhanh hết pin cực kỳ, tắt wifi để từ tối tới sáng cũng hao pin, dùng cỡ trên 20p liên tục là máy nóng",2,
1183,"sao mới mua về điện thoại sài cở 15p là nóng hổi luôn ạ , mua được 3 ngày rồi ạ , mong rep em ạ",3,
1184,Khi mình chụp 1 bức ảnh rồi. mình bấm mở ảnh lên. thì mình thấy ảnh bị mờ... sau khoảng 1 giây - 2 giây thì ảnh nó hiện rõ nét lại.... cái đó bi lỗi gì vậy anh? hay là iphone 11 nó là vậy..... tks anh,5,
1185,"Máy rất ổn, nhân viên tư vấn rất nhiệt tình và hướng dẫn cụ thể. Mua hàng ở dmx và tgdd rất an tâm",5,
1186,Xài gần đc 1 tháng nói chung máy đẹp xài rất ok . Ai có ý định hốt e này zia thì triển liền đi ạ😘😘😘😘😘,5,
1187,"Mua được 1 tháng tại Hòn Chồng Nha Trang ,xài rất Ok pin ổn nhân viên nhiệt tình ,nhưng sao loa xài được có bên phải vậy do loa hư hay máy vậy",5,
1188,iPhone 11 mới mua mà sao cứ tự động chụp ảnh màn hình hoài v ạ cập nhật phần mềm được 3 hôm thì r nó cũng v,2,
1189,Mua mới dc có 5 ngày về sập nguồn :)) ra tgdd thò bảo phải chờ đợi 7-14 ngày. Bỏ số tiền ra mua mà bh bắt phải chờ đợi hãng lớn mà sao làm ăn kì v,1,
1190,"Em mới mua ip11 được 10 ngày, mà pin sau 1 đêm giảm 5-6% luôn v ạ ( em kh chơi game chỉ lướt web, trc khi ngủ tắt hết wifi, Bluetooth ,...rồi ạ)",4,
1191,"Mới mua máy cách đây vài ngày, cho hỏi tại sao khi sử dụng máy lại bị nóng một bên ngay bên có nút nguồn, với pin tuột nhanh quá",3,
1192,E mua máy đc một tuần chỉ nghe nhạc lướt fb pin tụt quá nhanh máy nóng dùng được nửa ngày hết pin xin hộ trợ,1,
1193,Mới mua iphone 11 ngày 02/02/21 mà Camera bị flare nặng quá có được đổi máy ko ạ? Thegioididong tết có làm việc ko ạ?,3,
1194,Máy mua ngày 10/02/2021 về gọi zalo nói chuyện chưa được 5phút mà máy nóng muốn phỏng tay luôn ... giờ làm cách nào máy cũng nóng ... kiểu này sao xài được TGDĐ ơi,3,
1195,"Mới mua về mà lỗ sim chọt quài kh vô. Nó cứng quá , không biết bị lỗi ha do đt vậy nữa:(((",3,
1196,Ip của tôi mua được hơn 10 ngày bị tróc miếng nhựa đằng sau mang đi hãng đổi nhưng hãng không chán thật,1,
1197,"Ip của mình luôn tự giảm âm lượng chuông là sao ạ, đã tắt tính năng nhận biết sự chú ý rồi mà vẫn k được",3,
1198,"Điện thoại nhỏ gọn, sủ dụng mượt. Mặc dù màn hình không phải là OLED nhưng cũng rất đẹp không rỗ như mọi người đâu. nói chung mọi thức điều OK",5,
1199,ip 11 của tôi vừa mua đc hơn tuần máy sóng yếu quá mạng 4g thông báo zalo bị nghẽn khi máy không sử dụng lúc bật sử dụng hay ai gọi cái là thông báo dồn dặp khó chịu quá camera gọi mesenger thì màu bị ố màu . Có phải do máy bị lỗi ko qtv,2,
1200,Mua iphone11 ngày 29/12/2020 về sài hiệu năng mạnh pin dung dc 6”30 vs nhân viên phục vụ nhiệt tình,5,
